vector,word,Maxpos,wordCount,percent_of_total
76,make,VERB,1,2.083333333333333
76,material,NOUN,1,2.083333333333333
76,measure,VERB,1,2.083333333333333
76,noise,NOUN,1,2.083333333333333
76,panel,NOUN,1,2.083333333333333
76,place,VERB,1,2.083333333333333
76,plastic,NOUN,1,2.083333333333333
76,portable,ADJ,1,2.083333333333333
76,round,ADJ,1,2.083333333333333
76,setting,NOUN,2,4.166666666666666
76,several,ADJ,1,2.083333333333333
76,show,VERB,1,2.083333333333333
76,small,ADJ,1,2.083333333333333
76,sound,ADJ,1,2.083333333333333
76,surface,NOUN,1,2.083333333333333
76,user,NOUN,1,2.083333333333333
76,white,ADJ,1,2.083333333333333
77,chair,NOUN,1,14.285714285714285
77,detect,VERB,1,14.285714285714285
77,provide,VERB,1,14.285714285714285
77,reminder,NOUN,1,14.285714285714285
77,sit,VERB,1,14.285714285714285
77,slouch,VERB,1,14.285714285714285
77,smart,ADJ,1,14.285714285714285
78,cushion,NOUN,1,20.0
78,design,VERB,1,20.0
78,encourage,VERB,1,20.0
78,posture,NOUN,1,20.0
78,proper,ADJ,1,20.0
79,app,NOUN,1,14.285714285714285
79,feedback,NOUN,1,14.285714285714285
79,personalized,ADJ,1,14.285714285714285
79,posture,NOUN,1,14.285714285714285
79,provide,VERB,1,14.285714285714285
79,time,NOUN,1,14.285714285714285
79,track,VERB,1,14.285714285714285
80,attach,VERB,1,25.0
80,back,NOUN,1,25.0
80,gadget,NOUN,1,25.0
80,posturecorrecte,VERB,1,25.0
81,exercise,NOUN,1,12.5
81,guide,VERB,1,12.5
81,posture,NOUN,1,12.5
81,program,NOUN,1,12.5
81,proper,ADJ,1,12.5
81,reality,NOUN,1,12.5
81,user,NOUN,1,12.5
81,virtual,ADJ,1,12.5
82,break,NOUN,1,12.5
82,device,NOUN,1,12.5
82,provide,VERB,1,12.5
82,reminder,NOUN,1,12.5
82,sit,VERB,1,12.5
82,take,VERB,1,12.5
82,track,VERB,1,12.5
82,user,NOUN,1,12.5
83,adjust,VERB,1,1.6129032258064515
83,allow,VERB,1,1.6129032258064515
83,box,NOUN,1,1.6129032258064515
83,button,NOUN,1,1.6129032258064515
83,choose,VERB,1,1.6129032258064515
83,computer,NOUN,1,1.6129032258064515
83,connect,VERB,1,1.6129032258064515
83,consist,VERB,1,1.6129032258064515
83,control,NOUN,2,3.225806451612903
83,day,NOUN,1,1.6129032258064515
83,deep,ADJ,1,1.6129032258064515
83,design,VERB,1,1.6129032258064515
83,device,NOUN,2,3.225806451612903
83,dial,NOUN,1,1.6129032258064515
83,digital,ADJ,1,1.6129032258064515
83,display,NOUN,1,1.6129032258064515
83,duration,NOUN,1,1.6129032258064515
83,ergonomic,ADJ,1,1.6129032258064515
83,fit,VERB,1,1.6129032258064515
83,forearm,VERB,2,3.225806451612903
83,gentle,ADJ,1,1.6129032258064515
83,hand,NOUN,1,1.6129032258064515
83,have,VERB,1,1.6129032258064515
83,help,VERB,2,3.225806451612903
83,intensity,NOUN,1,1.6129032258064515
83,interface,NOUN,1,1.6129032258064515
83,knead,VERB,1,1.6129032258064515
83,long,ADJ,1,1.6129032258064515
83,massage,NOUN,4,6.451612903225806
83,mode,NOUN,1,1.6129032258064515
83,muscle,NOUN,1,1.6129032258064515
83,reduce,VERB,1,1.6129032258064515
83,relax,VERB,2,3.225806451612903
83,rest,NOUN,2,3.225806451612903
83,several,ADJ,1,1.6129032258064515
83,shape,NOUN,1,1.6129032258064515
83,slider,NOUN,1,1.6129032258064515
83,soft,ADJ,1,1.6129032258064515
83,strain,NOUN,2,3.225806451612903
83,such,ADJ,1,1.6129032258064515
83,tangible,ADJ,1,1.6129032258064515
83,tissue,NOUN,1,1.6129032258064515
83,use,VERB,2,3.225806451612903
83,user,NOUN,1,1.6129032258064515
83,variety,NOUN,1,1.6129032258064515
83,wrist,NOUN,6,9.67741935483871
84,cm,NOUN,2,3.571428571428571
84,computer,NOUN,1,1.7857142857142856
84,connect,VERB,1,1.7857142857142856
84,create,VERB,1,1.7857142857142856
84,current,ADJ,1,1.7857142857142856
84,day,NOUN,1,1.7857142857142856
84,daytoday,NOUN,1,1.7857142857142856
84,design,VERB,1,1.7857142857142856
84,device,NOUN,3,5.357142857142857
84,digital,ADJ,1,1.7857142857142856
84,display,NOUN,1,1.7857142857142856
84,durable,ADJ,1,1.7857142857142856
84,equip,VERB,1,1.7857142857142856
84,finish,NOUN,1,1.7857142857142856
84,glossy,ADJ,1,1.7857142857142856
84,have,VERB,1,1.7857142857142856
84,help,VERB,1,1.7857142857142856
84,keep,VERB,1,1.7857142857142856
84,length,NOUN,1,1.7857142857142856
84,list,NOUN,1,1.7857142857142856
84,make,VERB,1,1.7857142857142856
84,manage,VERB,1,1.7857142857142856
84,material,NOUN,1,1.7857142857142856
